ORG_COPPER_NAME,ORG_COPPER_ID,ORG_WEBSITE,STAGE,COPPER_LINK,STATUS
Bloom!,34160296,bloomholland.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/34160296,Abandoned
Isca B.V.,49391384,isca.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49391384,Abandoned
Hooghoudt B.V.,47130515,hooghoudt.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47130515,Open
G. Bijdendijk B.V.,14125001,bijdendijk.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/14125001,Lost
Piping Service Steuer Nederland B.V.,33156633,teuer.nl,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/33156633,Lost
Lantor b.v.,47141364,lantor.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/47141364,Lost
N.V. GROUP SOPEX S.A.,53143167,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/53143167,Open
FLEM Global Trading B.V.,28023684,flem.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/28023684,Abandoned
RiZZ B.V.,50136419,rizzplastics.nl/en/home,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50136419,Open
van wezel verpakkingen breda b.v.,18140686,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/18140686,Abandoned
Blue wave b.v.,14038742,bluewave.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/14038742,Lost
Solvay,52848870,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/52848870,Open
Interhiva B.V.,39265862,interhiva.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/39265862,Open
Kikkoman Foods Europe B.V.,50892724,kikkoman.com/en/index.html,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50892724,Open
De Wijs apparatenbouw,30351134,dewijs-3d.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/30351134,Abandoned
Komatha Amsterdam,58415920,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/58415920,Open
Allspan Animal Bedding B.V.,52394953,allspan.de/nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52394953,Open
Foraya,13233649,foraya.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13233649,Lost
Bangladutch developments LTD,22093120,bangladutch.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/22093120,Lost
Baremans Wynkopery,33761386,baremanswynkopery.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/33761386,Abandoned
Alamo Group The Netherlands B.V.,57000891,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57000891,Lost
Dutch Creative Brands B.V.,38071010,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/38071010,Open
Plexz B.V.,51866859,Goedkoopinrichten.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51866859,Open
HORKA INTERNATIONAL B.V.,30349485,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/30349485,Abandoned
Knipidee international b.v.,14083142,knipidee.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/14083142,Open
Safaary,41960115,NULL,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/41960115,Lost
Johnbeerens.com / john beerens,13843099,johnbeerens.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13843099,Lost
Wall Chemie B.V.,50710451,all-chemie.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50710451,Open
J Snoei B.V.,24116500,jsnoeibv.com,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/24116500,Abandoned
Kliko Container,27965568,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/27965568,Lost
Hoefnagels groep,13997125,hoefnagels.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13997125,Lost
Alpha Worldwide FZE,58465169,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/58465169,Open
Savix,45831940,savix.nl/en,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/45831940,Lost
S.I.T. Controls,54379993,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/54379993,Open
Insulcon B.V.,36037306,insulcon.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36037306,Abandoned
Anchor International B.V.,50648508,anchorinternational.eu,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50648508,Open
Techmar B.V.,44455953,techmar.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44455953,Open
Desch-Plantbak B.V.,40238620,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40238620,Open
Paques Europe B.V.,50845654,paques.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50845654,Open
Global Fries BV,55462421,bartspotatocompany.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55462421,Abandoned
W & O Products B.V.,45838460,o-products.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/45838460,Open
EUROLUB GmbH,38948751,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/38948751,Open
Korver Holland,13694294,korverholland.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13694294,Abandoned
Keiron Chemicals,22246129,keironchemicals.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/22246129,Abandoned
Quooker B.V.,33651798,quooker.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/33651798,Lost
Tuinmeubelshop,55172844,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55172844,Open
Schutte Bagclosures B.V.,28073142,chutte.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/28073142,Lost
SPG Prints,37080107,spgprints.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/37080107,Lost
Kruitbosch Zwolle B.V.,26858682,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/26858682,Abandoned
Harman Netherlands B.V.,48562578,harman.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/48562578,Open
C & S Valkenburg & Co B.V.,50889649,unifixx.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50889649,Open
PHI Logistics B.V.,44917437,phi-logistics.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44917437,Lost
AY Commerce B.V.,12000960,aycommerce.com,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/12000960,Abandoned
JOS VANNESTE,42003355,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/42003355,Abandoned
de Cromvoirtse,16433432,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/16433432,Abandoned
ArtistiX B.V.,55076540,NULL,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55076540,Won
Imbarro,31558800,imbarro.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/31558800,Abandoned
Interbosch B.V.,36336784,interbosch.nl,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36336784,Abandoned
Interbosch B.V.,36336784,interbosch.nl,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36336784,Won
Horizon,47088996,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47088996,Abandoned
Foppen Seafood B.V.,57264751,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57264751,Abandoned
Wemefa,32010667,emefa.de,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/32010667,Lost
Aquafinesse,13411670,aquafinesse.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13411670,Lost
Dekkers Visual Communication B.V.,40270844,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40270844,Open
Onings Holland Flowerbulbs B.V.,55954097,onings.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/55954097,Open
IBAO Group,34582672,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/34582672,Abandoned
Paul Meijering Metalen b.v.,34474819,paulmeijering.nl,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/34474819,Abandoned
ECTMarine bv,56609116,ectmarine.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56609116,Lost
Boland B.V.,22555189,boland.eu,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/22555189,Won
VANMOKUM B.V.,52061986,vanmokum.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52061986,Lost
Tracomex B.V.,19151750,thegratracomexholding.com,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/19151750,Abandoned
Mepro Sourcing b.v.,23828989,mepro-sourcing.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/23828989,Won
Vernay Europa B.V.,47035669,vernay.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47035669,Abandoned
L. van Heek Textiles B.V.,44319851,vanheektextiles.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44319851,Lost
Covestro,57680076,covestro.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57680076,Open
State of Art B.V.,51162153,stateofart.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51162153,Open
Altrimex,13233402,altrimex.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13233402,Lost
Weisz B.V.,34010809,eiszgroup.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/34010809,Lost
Septentrio NV,52643136,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52643136,Abandoned
dynamic-bv,13110828,dynamic-bv.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13110828,Lost
INAGRA,52493842,inagra.be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52493842,Open
International Kids Concepts,34010841,ikcplay.com,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/34010841,Lost
Arch & Hook,45693420,archandhook.com,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/45693420,Open
Geisha Trading B.V.,37336104,geishafashion.eu,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37336104,Abandoned
RG ROSSEAU G TEGELFABRIEK,38647061,rgtegel.be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/38647061,Lost
706 Seating Group,46752561,706seatinggroup.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46752561,Open
Scotch & Soda b.v.,23391863,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/23391863,Open
Scala 2.0 B.V,48728715,scala-nl.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/48728715,Open
Noor sportswear b.v.,29240547,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/29240547,Abandoned
Imkerij de Traay,52129138,detraayhoning.com/home,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/52129138,Abandoned
Bakker Magnetics B.V.,55561362,NULL,7 - Growth (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55561362,Won
IHC SAS B.V.,38048464,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/38048464,Abandoned
Bestron Nederland B.V.,12387670,bestron.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/12387670,Abandoned
LifeStyle Home Collection,50984553,lifestyle94.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50984553,Open
Noordzee International B.V.,56099486,noordzeeinternational.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/56099486,Abandoned
Skor B.V.,44998215,skorsports.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/44998215,Lost
HoCoSto B.V.,58334334,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/58334334,Open
Intersnack Procurement,57011922,intersnack.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57011922,Open
"Marka Logistics c., ltd.",24536470,markalogistics.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/24536470,Abandoned
CSW Machinery B.V.,51087510,cswbv.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51087510,Abandoned
Norwegian Eyewear B.V.,42554262,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/42554262,Open
FBI Food Group B.V.,54645331,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/54645331,Open
shockwatch,13233817,hockwatch.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13233817,Lost
"Insu ""w"" rapid b.v.",26986853,insu-w-rapid.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/26986853,Lost
Icool Netherlands Trading BV,57582459,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57582459,Open
GrassSupport,56937038,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56937038,Lost
De Tol Lisse B.V.  ,30571703,detollisse.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/30571703,Lost
NULL,54514851,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54514851,Open
Nippon Seiki,52880969,nippon-seiki.eu.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52880969,Open
Bos Cleaning & Finishing Products,56687815,boscleaningfinishing.com,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56687815,Won
THE LEATHER PALACE,36261114,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/36261114,Lost
Coscentra B.V.,37411146,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37411146,Abandoned
YAYA B.V.,36627677,yaya.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/36627677,Lost
DE CLERCQ - BOURDEAUD'HUI,52809616,dcbb.be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52809616,Abandoned
Teus Vlot Diesel Marine B.V.,42192584,cornerpoint.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/42192584,Lost
PPG Coatings Nederland B.V.,50571279,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50571279,Open
Stafa trading b.v.,34285904,tafa.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/34285904,Open
